source_id,all_0 summary,all_1 summary,all_2 summary,all_3 summary
524930365400821761,There was a shooting in Canada's capital.,Canada has a war memorial in its capital.,There was a shooting at the war memorial in Canada.,There was a shooting in Canada's capital.
524930671220105216,The CBC is broadcasting live from Parliament Hill.,The link doesn't work on mobile.,The News is on Facebook and Twitter.,A soldier was shot in the back.
524932056560963584,There were at least 20 shots fired.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
524933380929245184,There's a fight going on on Parliament Hill.,It's one of those days where you don't know what to do.,There was a shooting on Parliament Hill.,There was a shooting on Parliament Hill.
524934138563133440,"On Twitter, @Pzerniewski",HipHop is on Facebook.,There is no such thing as too much information.,(http://www.washingtonpost.com/
524935246647926784,There's good news and there's bad news.,The link to the article is here.,There is no security at Parliament.,(http://www.washingtonpost.com/
524935769614331904,There is a link to the article.,There is no such thing as free will.,It's a very serious matter.,There was a shooting in Ottawa.
524937542131793920,Rideau is closed until further notice.,There were no reports of shots fired.,There is a possible shooting in the area.,Rideau is in trouble.
524940659778920448,There is a link to this article on Medium.,There's a man on the loose.,The writer is a freelance journalist.,(http://www.washingtonpost.com/
524941041301225472,It's not a good time to be gay.,"According to Wikipedia, the article is:","According to Wikipedia, the article is:","According to Wikipedia, the article is:"
524941504796962816,A soldier was shot at Parliament Hill.,A soldier was shot at the National War Memorial.,A soldier was shot and killed.,Everything is going to be fine.
524944881941495809,A soldier has been shot near the Parliament.,There was a shooting in Ottawa.,The CBC is reporting on a shooting in Ottawa.,The CBC is sending condolences to the family of Cpl.
524946179390701568,A soldier was shot at the National War Memorial.,There is no other information available.,The following people have taken part in the conversation.,There are many ways to get information from the Internet.
524947149134774272,A soldier was shot in the leg.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
524948703850029056,There are at least 3 suspects in the case.,There are at least 3 suspects in the case.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
524949828711620608,There was a shooting in Ottawa.,There is a shooter on the loose in Ottawa.,People from some countries are not friendly to each other.,There is a shooter on the loose in Ottawa.
524950264303075328,It's time to break out the music.,There is no cure for cancer.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
524950339074523137,@wcuddington is on the scene in Ottawa.,@wcuddington shares a photo of a fallen soldier.,@wcuddington is on the scene in Ottawa.,Joeray shares some photos from the scene.
524950507023245313,Someone's going to get hurt.,There's a lot of work to do.,There's a war on for your mind.,It doesn't mean you have to be perfect.
524951893467234304,"According to the website, he's alive.",The video is available on YouTube.,The following files are available to download.,(http://www.washingtonpost.com/
524958128392376320,There are no lapses in security.,There's more to life than you think.,There is no cure for cancer.,There is no such thing as too much information.
524958992330522624,The post was last modified: by,"It's not over yet, but it's getting closer.",It's better to be dead than alive.,The world has gone mad today.
524959836778536961,On Twitter @JoeyBats,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
524961721744900097,"According to the CBC, a soldier has died.",There was a soldier killed in Afghanistan.,A soldier has been killed in Afghanistan.,It's a sad day for the CBC.
524962676665888769,The internet is down in Ottawa.,The city is in lockdown due to the threat of terrorism.,The situation in Ottawa is very bad.,The situation in Ottawa is under control.
524965786059026432,The writer is a freelance journalist.,HAPPY BIRTHDAY.,HuffPost has a link to the article.,(http://www.washingtonpost.com/
524970097711267841,Jill is on Twitter @cbc,Jill is a Canadian citizen. She lives in Ottawa.,It's not up to the MP's to release any information.,Jill is on Twitter at @
524970851675176960,A man was shot in the leg.,The writer is a freelance journalist.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
524972443308683264,On Twitter: @amym.,Thanks to Amy for the link.,What's been happening in Canada lately?,(http://www.washingtonpost.com/
524976106861236226,There's a new app called,The man who shot a Canadian soldier has died.,The man who shot a Canadian soldier has died.,There is a man at war in Afghanistan.
524976526891417600,@cnnbrk is waiting for the update from the military.,@cnnbrk is sad.,A soldier has been shot in Ottawa.,A Canadian soldier has been shot in Ottawa.
524976963862429697,A Canadian soldier was shot at the War Memorial in Ottawa.,A Canadian soldier was shot at the Ottawa War Memorial.,A Canadian soldier was shot and killed at the Ottawa war memorial.,A Canadian soldier has been shot at the Ottawa War Memorial.
524976980799000578,There is no such thing as too much information.,TODAY'S HEADLINES,The following files are available to download.,Innocencienci
524977992683237376,The following files are available to download.,The game starts at 7 p.m.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
524979548195024898,Joeray is in Ottawa.,Joeray posted the following photo on Twitter.,Joeray sent a photo of the incident.,The Chief of Defence is in Ottawa.
524981436252950528,There is no such thing as too much information.,The following files are available for download.,On Twitter @Rickevins,(http://www.washingtonpost.com/
524983325275197440,The meeting is expected to last for several hours.,The following files are available to download.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
524987184836005889,The name of the man killed is unknown.,There is no need for the police to intervene.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
524988712367955970,A soldier has been shot and killed.,There was a shooting in Ottawa. One person was killed.,Katy shares this story with her followers.,There's a war on for your mind.
524991067675189250,A Canadian soldier has been shot in Ottawa.,@tarastrong is shocked about the shooting in Ottawa.,There was a shooting in Ottawa.,The news from Ottawa is bad.
524991240270807042,"There is no such thing as ""no such thing"".",There is no such thing as a dead bullet.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
524993533212897281,It's not their fault. It's their choice.,There's a lot of information on the Internet.,It's all in the details.,(http://www.washingtonpost.com/
524998384357486592,The following files are available to download.,There is no cure for cancer.,There is no such thing as too much information.,There is a link to the article.
525005886272843776,There's a lot of work to be done.,There is no such thing as too much information.,This is what we need in today's world.,Thanks to Mike for the link.
